LotArea,OverallQual,OverallCond,YearBuilt,GrLivArea,GarageCars,Neighborhood,HouseStyle,BldgType,SalePrice
35077.46,7,6,1986,1364.39,3,South,1Story,Duplex,361742.61
16700.26,7,5,1977,2234.05,2,Central,2Story,Fam,336390.33
14524.54,10,6,1984,2410.47,4,South,2Story,Duplex,481624.97
25694.45,8,6,1975,1674.52,2,South,1Story,Town,465564.31
25488.14,5,6,1977,2092.89,2,Hill,2Story,Town,320492.97
10400.32,9,6,1972,2494.47,3,Hill,2Story,Town,416620.23
25215.22,6,6,1982,2031.67,2,South,2Story,Town,317174.14
8415.27,5,6,2000,1442.63,2,Hill,1Story,Town,285560.52
28375.51,10,6,1957,2483.35,3,South,Split,Duplex,534009.27
63384.02,10,6,1960,3285.68,4,South,Loft,Duplex,1060869.06
14413.88,8,6,2000,2269.87,2,South,2Story,Town,389440.28
12358.59,10,6,1982,3241.19,3,Hill,Loft,Town,637072.44
3815.65,10,6,1961,2512.71,3,North,2Story,Town,758927.42
12101.32,10,6,1965,2626.11,3,South,Split,Town,517954.06
63556.34,5,6,1964,1587.49,4,North,1Story,Multi,340812.62
21913.44,10,6,1966,3158.86,4,South,Loft,Duplex,690830.02
18618.21,10,6,1973,2486.31,3,Hill,Split,Town,502804.8
8843.47,10,6,1967,3116.95,3,North,Split,Town,533147.27
17967.63,10,6,1961,2200.88,4,South,2Story,Duplex,511165.14
12949.81,8,6,1983,1741.39,3,South,1Story,Duplex,412465.96
9259.44,10,6,1992,2385.06,2,South,2Story,Town,693161.03
11585.57,10,6,1982,2449.38,3,Hill,2Story,Town,531913.17
56973.79,10,6,1974,2323.92,4,North,2Story,Duplex,674222.73
61987.84,6,6,1979,1260.33,4,South,1Story,Multi,427906.51
12847.36,7,6,1984,2206.93,3,Central,2Story,Town,387647.35
10362.5,9,5,1975,1255.15,1,Hill,1Story,Fam,396857.71
11519.64,7,6,1987,2194.37,2,South,2Story,Town,372997.89
35117.94,8,6,1969,2108.46,3,Hill,2Story,Town,443163.62
15796.61,10,6,1992,2180.26,2,South,2Story,Town,456694.07
32059.82,8,6,1966,2538.29,3,South,2Story,Town,404919.83
16144.29,6,6,1977,2084.73,3,Hill,2Story,Town,279275.41
11273.99,7,6,1975,1908.02,1,South,2Story,Fam,337973.57
6697.02,10,6,1977,2235.03,4,South,2Story,Multi,519252.41
22299.99,10,5,1975,2676.61,3,Hill,Split,Town,486668.17
14115.7,10,6,1963,1976.52,2,North,2Story,Fam,524152.22
15120.08,8,6,1993,2106.22,2,South,2Story,Fam,403436.55
19116.58,10,6,1981,2891.97,3,South,Split,Town,709879.76
3226.56,6,5,1973,3404.93,3,North,Loft,Duplex,371898.78
18148.36,6,6,1992,1633.43,3,Hill,1Story,Town,330576.38
28133.65,9,6,1972,2341.79,4,South,2Story,Multi,478611.3
29989.26,8,6,1961,1546.6,2,South,1Story,Town,416362.87
75164.19,10,6,1971,2470.29,3,South,Split,Town,644816.94
9365.25,5,6,1982,1882.38,2,North,2Story,Town,232588.2
113047.5,10,6,1972,2085.2,2,North,2Story,Town,639423.34
11600.98,10,6,1959,2610.39,4,South,Split,Duplex,643785.94
27758.7,8,6,1976,1771.14,2,South,1Story,Town,398286.93
6805.96,7,6,1985,2738.29,3,South,Split,Town,361616.56
20359.01,8,5,1967,2738.85,3,Hill,Split,Duplex,453498.03
19671.29,10,5,1971,3199.74,3,South,Loft,Duplex,582282.5
2000.0,8,6,1983,1937.1,2,Hill,2Story,Town,401738.24
24501.39,10,6,1975,2872.0,3,Hill,Split,Duplex,552393.79
20915.05,7,6,2000,2424.92,4,Hill,2Story,Multi,354242.66
31038.16,8,5,1970,1823.67,4,North,2Story,Multi,405967.45
13570.23,10,6,1966,2569.94,4,South,Split,Multi,525966.64
54557.87,7,6,1959,2093.44,3,Central,2Story,Town,404195.82
43583.59,9,6,1956,1670.97,3,North,1Story,Town,411402.1
24002.67,10,6,1964,3124.3,3,Hill,Loft,Duplex,619256.64
23661.32,8,6,1993,2371.44,2,Hill,2Story,Town,469606.74
2000.0,9,7,1968,2061.11,3,South,2Story,Town,438730.5
23431.86,10,6,1977,2833.68,3,Hill,Split,Town,580181.81
26162.48,8,6,1977,2148.26,2,Hill,2Story,Town,425338.65
17043.43,5,6,1996,1726.8,2,North,1Story,Fam,197014.59
10562.81,8,6,1993,1921.45,2,Hill,2Story,Town,405837.42
21705.85,8,6,1971,1720.27,3,South,1Story,Duplex,430393.27
12997.16,10,6,1986,2618.44,3,Hill,Split,Duplex,566949.24
4152.75,8,6,1996,2332.52,3,Hill,2Story,Town,343173.66
6397.3,10,6,1992,1650.59,3,South,1Story,Duplex,448826.58
29874.53,10,6,1965,2615.82,4,Hill,Split,Multi,634220.79
27361.49,7,6,1985,2187.45,2,Central,2Story,Town,395425.93
17277.78,6,6,2002,1701.48,2,Hill,1Story,Fam,268950.3
20557.64,10,6,1975,2377.61,2,South,2Story,Town,606151.35
24710.94,6,5,1969,2190.07,3,Hill,2Story,Town,292378.45
17440.19,10,6,1985,2207.55,3,South,2Story,Town,525174.92
41019.48,10,6,1974,2280.47,2,South,2Story,Town,512508.28
24194.81,5,6,1981,1574.52,2,Central,1Story,Fam,229524.1
11533.73,10,6,1992,1942.09,3,South,2Story,Duplex,453545.89
16852.18,10,6,1998,2487.5,3,South,2Story,Town,600300.14
7510.82,9,6,1954,1686.85,2,Hill,1Story,Fam,437421.94
39901.91,9,6,1984,2174.49,3,South,2Story,Duplex,479561.57
13316.45,10,6,1990,3034.25,3,South,Split,Town,797149.59
20863.8,7,6,1991,1811.95,3,South,1Story,Duplex,378008.69
16694.08,7,6,2002,2071.45,2,Hill,2Story,Town,384663.86
21477.55,10,6,1972,2781.32,3,Hill,Split,Town,562633.53
12685.5,10,6,1975,2268.31,3,Hill,2Story,Duplex,516704.19
28403.31,10,5,1975,2478.01,3,Central,Split,Duplex,562281.44
25477.3,10,6,1966,2774.7,3,South,Split,Duplex,597754.37
39589.82,10,6,1969,2628.85,4,North,Split,Duplex,591396.18
22148.46,5,6,1985,1601.68,4,North,1Story,Duplex,289670.37
11509.2,6,1,1966,4386.4,3,Hill,Loft,Town,413585.39
103771.52,10,6,1962,3197.37,3,Hill,Split,Town,862743.18
14264.72,6,6,1991,2137.38,4,South,2Story,Duplex,310659.47
27609.96,6,6,1986,1391.7,3,South,1Story,Duplex,320497.8
16914.99,10,6,1987,2874.69,3,North,Split,Town,643412.63
27201.26,5,5,2002,1091.59,2,Hill,1Story,Town,272702.68
9410.59,5,5,1993,1596.28,2,Hill,1Story,Town,261848.58
2926.88,6,6,1981,2128.6,3,South,2Story,Duplex,276710.89
8902.72,10,6,1967,2841.13,3,Hill,Split,Town,587977.98
72336.7,6,6,1986,1267.06,4,South,1Story,Multi,420315.22
15639.29,10,6,1964,2088.64,2,South,2Story,Town,449388.79
6211.83,10,5,1972,2919.71,3,Hill,Split,Duplex,499205.14
20692.57,10,6,1959,2594.14,3,Hill,Split,Town,563537.58
40576.1,8,6,1963,1369.45,2,South,1Story,Fam,441574.31
7062.83,10,6,1992,2864.45,3,South,Split,Town,622084.61
31445.91,8,6,1986,2490.5,3,Hill,2Story,Duplex,446725.44
31829.09,7,5,1966,2537.55,3,Hill,Split,Town,401316.31
22446.55,10,6,1980,2500.51,3,South,2Story,Town,535243.19
14178.97,10,6,1985,1650.58,2,South,1Story,Fam,529425.06
11440.32,10,6,1979,2550.5,3,South,2Story,Duplex,641227.04
18352.9,10,7,1976,1736.57,3,North,1Story,Duplex,525378.13
26371.71,10,6,1962,2498.97,3,Hill,Split,Town,515053.9
34073.79,9,6,1977,1860.23,2,Hill,2Story,Town,503371.28
19028.18,10,6,1968,2989.06,3,Hill,Split,Town,611486.4
13613.29,10,6,1982,2598.27,3,South,Split,Town,573275.99
36791.25,10,6,1967,2664.32,3,South,Split,Town,666627.45
7712.86,8,6,1985,2319.5,3,South,2Story,Duplex,378746.07
18460.13,9,6,1983,2115.6,3,North,2Story,Town,461612.7
8958.47,7,5,1955,1523.34,2,South,1Story,Town,349705.75
16351.83,10,6,2002,2297.49,3,South,2Story,Town,481368.8
33368.99,5,6,1976,1874.8,4,North,1Story,Multi,263090.14
26196.31,8,6,1968,2450.87,3,South,2Story,Town,422030.86
9029.07,10,6,1959,1924.06,4,South,2Story,Multi,537616.5
24326.84,10,6,1987,2259.9,3,South,2Story,Town,454890.66
27342.76,10,6,1975,2273.54,3,South,2Story,Duplex,469414.65
6408.57,7,6,1990,1751.22,2,North,1Story,Town,346943.55
2524.19,9,6,1988,2408.2,3,Hill,2Story,Duplex,438868.74
9182.92,6,6,1994,1858.08,2,Hill,1Story,Town,264591.05
27374.35,7,6,1965,2056.68,3,South,2Story,Town,352447.39
10118.31,6,5,1978,2713.67,4,South,Split,Duplex,298228.79
35657.61,7,5,1983,2138.97,4,South,2Story,Multi,414164.96
27069.86,6,6,1996,1656.3,4,South,1Story,Multi,293167.69
30948.38,9,6,1958,2104.83,3,North,2Story,Duplex,447012.62
14749.41,6,6,1995,2151.99,3,South,2Story,Town,338935.95
7521.51,9,6,1989,2197.13,2,North,2Story,Town,435494.3
22062.98,5,5,1977,2008.27,4,North,2Story,Duplex,252086.89
21776.83,10,6,1981,2456.76,3,South,2Story,Town,462651.52
31946.2,6,6,1976,2038.15,3,South,2Story,Duplex,349175.03
28925.87,7,6,1972,1862.34,3,South,1Story,Town,380712.77
13670.69,9,6,1970,1980.08,2,South,2Story,Town,443393.81
8602.94,8,6,1974,1647.14,2,South,1Story,Fam,345230.36
38690.89,10,6,1986,2314.77,3,North,2Story,Town,543011.5
10157.01,10,5,1997,2804.26,3,Hill,Split,Duplex,498590.12
5986.21,6,6,1987,2241.82,2,Hill,2Story,Town,305226.59
49114.24,10,6,1983,2171.76,2,South,2Story,Fam,574296.57
17744.14,8,6,1970,2595.72,3,Central,Split,Town,452819.61
19680.14,7,6,1995,1864.14,4,South,1Story,Multi,359255.23
22245.79,9,6,1984,1856.38,3,South,1Story,Town,473378.21
16657.01,10,6,1991,3214.79,3,Hill,Loft,Town,643063.52
18697.39,9,6,1984,2616.82,3,South,Split,Town,449766.76
23669.12,6,5,1987,2013.08,4,South,2Story,Duplex,361488.73
37918.73,7,6,1979,2310.41,3,North,2Story,Town,370306.21
16393.72,9,6,1986,2304.17,4,South,2Story,Multi,447096.64
50377.52,9,6,1984,2401.53,4,South,2Story,Multi,560304.36
16642.18,7,6,1978,1705.26,4,South,1Story,Duplex,351383.89
28890.22,7,5,1961,1623.64,4,South,1Story,Multi,374274.54
32216.89,6,6,1991,2175.36,4,South,2Story,Duplex,300714.83
90511.2,7,6,1978,1642.6,4,South,1Story,Duplex,437635.18
10843.79,5,6,2002,1849.53,2,Hill,1Story,Town,313670.05
36003.16,8,5,1982,1794.89,3,Hill,1Story,Town,424198.52
5433.0,8,6,2002,2167.84,3,North,2Story,Duplex,383370.09
40962.95,8,6,1966,2101.3,2,Central,2Story,Town,454894.85
31913.91,8,6,1958,1795.14,4,South,2Story,Duplex,389485.3
45450.45,10,6,1965,2664.16,3,South,Split,Duplex,665344.88
9253.47,8,6,1965,2191.57,2,Hill,2Story,Town,368401.75
23917.61,4,6,1973,1292.66,2,South,1Story,Town,201030.85
8966.86,5,6,1969,2358.16,3,Hill,2Story,Town,208609.8
39033.29,6,6,1989,1436.92,3,South,1Story,Town,291979.32
25591.58,8,6,1983,1704.03,4,South,1Story,Multi,427255.18
12424.25,7,7,1999,1656.14,3,South,1Story,Duplex,327301.67
12205.22,5,4,1970,3027.01,2,Hill,Split,Town,290746.36
37458.53,6,6,1987,2106.18,4,South,2Story,Duplex,390479.57
26433.45,9,5,1965,2607.79,3,South,2Story,Duplex,489018.13
53024.04,9,6,1989,2082.6,3,Hill,2Story,Duplex,505468.7
59165.78,10,6,1953,2462.0,3,South,Split,Duplex,591214.44
20714.6,8,6,1995,2139.22,3,Hill,2Story,Town,413387.15
14423.91,10,6,1986,2359.32,3,South,2Story,Duplex,543908.84
20235.16,10,6,1974,3002.99,3,North,Split,Duplex,643851.94
59548.25,10,6,1958,3307.35,3,Hill,Split,Duplex,687737.33
28809.92,7,6,1993,1719.45,3,South,1Story,Town,324677.75
8225.04,10,6,1985,2538.52,3,South,Split,Town,530171.78
16419.33,9,6,1970,1798.55,3,South,2Story,Duplex,425637.39
29598.73,8,6,1979,1865.84,3,North,1Story,Town,418777.58
12690.28,10,5,1985,2143.94,2,South,2Story,Fam,532237.89
8825.93,5,4,1968,2660.19,2,Hill,Split,Town,213746.3
22642.94,10,5,1968,1893.59,2,Hill,1Story,Fam,577149.11
13658.28,10,6,2002,2726.99,2,Hill,Split,Town,620511.25
23910.12,6,6,1997,2003.27,4,South,2Story,Multi,278573.09
36543.81,6,6,1977,1907.53,4,Hill,1Story,Multi,318499.43
19284.48,5,6,2002,2321.48,4,Hill,2Story,Duplex,307614.51
21517.98,6,6,1966,1968.28,3,Hill,2Story,Town,288119.92
22071.73,10,6,1985,2721.46,3,South,Split,Town,578745.34
25587.11,7,6,1980,1362.6,4,South,1Story,Multi,333765.84
12561.12,10,6,1968,3313.26,3,South,Loft,Duplex,696307.79
2306.84,10,6,2000,2666.32,3,South,Split,Town,631265.95
27954.21,10,5,1958,2843.11,3,South,Split,Duplex,550417.75
15919.79,7,6,1988,2517.74,2,Hill,2Story,Town,340878.15
20580.61,10,6,2002,1868.72,2,Hill,1Story,Fam,465565.91
35452.17,10,6,1984,3351.62,3,Hill,Loft,Town,847078.99
37683.84,10,6,1973,2405.21,3,South,2Story,Town,551229.18
16787.36,10,6,1985,2295.34,3,South,2Story,Duplex,567629.58
16970.2,9,6,1986,2473.32,3,South,2Story,Town,459199.48
20105.33,5,6,1970,1784.76,3,South,1Story,Duplex,289793.04
18375.73,10,6,1966,2531.28,4,Hill,Split,Duplex,654073.44
25409.87,5,6,1997,1711.02,3,South,1Story,Town,277792.98
44093.18,7,6,1982,2325.09,3,South,2Story,Duplex,416255.85
13248.46,10,6,2002,2253.2,3,South,2Story,Town,731337.89
17920.61,4,6,1976,1847.59,3,Hill,2Story,Town,250753.01
6039.44,8,6,1990,2236.42,3,South,2Story,Duplex,341355.43
5303.19,10,6,1991,2999.27,3,Hill,Split,Town,759966.96
12042.21,10,6,1967,3316.89,3,South,Loft,Duplex,1083610.98
24435.57,10,6,1966,2973.03,3,South,Split,Town,532633.04
29442.54,7,5,1978,2642.62,2,Central,Split,Town,401601.15
28632.31,10,6,1975,3031.88,3,North,Split,Town,838053.05
21946.74,7,6,1986,2312.3,3,North,2Story,Town,359646.43
30069.8,8,6,1967,1647.92,4,South,1Story,Duplex,450859.63
41548.79,8,6,1983,2088.17,4,South,2Story,Duplex,463276.88
23890.2,9,6,1999,1790.94,2,South,1Story,Fam,435533.71
16493.12,9,6,1954,2462.8,3,Central,2Story,Town,460202.33
25320.5,5,6,1986,1612.2,4,South,1Story,Duplex,294733.38
15617.49,8,5,1993,2664.22,2,North,Split,Town,413947.1
48669.24,10,6,1970,2632.08,3,North,Split,Duplex,743113.94
24134.69,7,6,1978,1730.3,3,South,1Story,Duplex,358168.95
17937.48,10,6,1987,2487.34,2,Hill,Split,Town,732671.93
14645.53,5,6,1955,1645.1,3,South,1Story,Town,225736.06
169660.16,10,6,1955,2844.87,3,South,Split,Duplex,933179.13
11501.68,10,5,2002,2321.11,4,Hill,2Story,Duplex,462562.74
30317.01,6,6,1975,1389.01,3,South,1Story,Town,310779.66
13630.19,7,5,1963,2712.76,2,North,Split,Town,392405.39
64339.03,6,6,1986,1576.18,4,North,1Story,Multi,396487.3
12403.96,7,6,1996,2008.92,2,South,2Story,Town,288749.57
33788.23,8,6,1986,2088.62,4,South,2Story,Duplex,424659.76
21312.8,7,6,2002,2377.05,3,North,2Story,Town,386802.14
37426.98,10,6,1970,2312.54,3,Hill,2Story,Town,525164.08
34959.83,10,6,1984,2106.12,4,South,2Story,Duplex,520416.44
22858.13,5,6,1971,1463.76,4,South,1Story,Multi,213243.61
18902.24,6,6,1981,2003.03,3,South,2Story,Duplex,246892.79
23911.95,10,6,1985,2997.53,3,North,Loft,Town,768863.01
18887.95,7,5,1972,2501.97,3,Hill,Split,Town,377709.22
19754.97,5,6,1993,1805.5,4,South,1Story,Duplex,189031.14
4175.34,6,4,1968,2993.47,2,Hill,Split,Town,293072.85
13101.67,10,6,2002,2765.68,2,Hill,Split,Town,514470.43
2727.71,3,5,1965,2059.33,4,Hill,2Story,Duplex,173787.5
16430.21,8,6,1996,1524.63,4,South,1Story,Duplex,455817.14
14607.75,9,5,1972,2012.91,3,South,2Story,Town,438296.67
18761.81,6,5,1979,2683.24,3,North,Split,Duplex,348841.48
21875.91,7,6,1982,2348.69,3,South,2Story,Town,393932.53
24944.36,9,5,1952,2679.23,3,Central,Split,Duplex,489990.51
19850.49,7,6,1989,1783.13,3,South,2Story,Duplex,358209.94
15577.24,7,6,1987,1530.79,4,South,1Story,Multi,356156.04
34256.34,8,6,1981,2032.87,2,South,2Story,Town,451918.32
15550.74,8,6,1985,2385.01,3,South,2Story,Duplex,433981.7
27919.24,6,6,1967,2242.99,3,Hill,2Story,Town,323904.35
67275.26,8,6,2002,2014.37,4,South,2Story,Multi,480116.47
54590.68,10,6,1966,2532.85,3,South,Split,Duplex,635972.11
14432.46,4,6,1978,982.03,2,South,1Story,Fam,180234.48
50107.19,10,6,1982,3045.07,3,South,Split,Town,1044822.88
26744.77,9,6,1981,2183.29,3,South,2Story,Town,447094.3
11777.49,9,5,1985,2697.57,4,South,Split,Multi,501404.58
14599.19,10,6,1992,2449.67,2,South,2Story,Town,609207.18
25322.88,9,6,1975,1925.54,4,South,2Story,Duplex,423608.15
54107.1,8,6,1967,1808.43,3,South,1Story,Town,473301.14
24727.45,7,6,1995,2036.68,2,Hill,2Story,Town,359769.38
35662.42,8,6,1979,1783.47,4,South,1Story,Duplex,427984.97
7112.55,8,6,1975,2032.65,1,South,2Story,Fam,354706.7
30555.71,9,6,2002,2252.8,3,South,2Story,Duplex,485644.99
42586.7,6,6,1996,1328.32,4,South,1Story,Duplex,385661.94
12545.86,10,6,1993,2296.27,3,Hill,2Story,Town,505938.18
13875.07,7,6,1981,2324.84,3,Hill,2Story,Town,347987.49
28542.59,7,6,1984,2139.14,2,South,2Story,Town,347142.36
21214.27,8,6,2002,2034.97,2,South,2Story,Town,410395.99
53834.55,10,6,1954,3329.28,3,South,Split,Town,877067.6
14746.68,10,6,1954,3405.73,3,Hill,Loft,Duplex,950845.42
8327.54,4,6,1989,2226.79,4,South,2Story,Duplex,266301.24
8457.86,7,6,1999,2190.08,2,South,2Story,Town,367203.8
26700.24,7,6,1976,1773.76,2,South,1Story,Fam,363620.71
11812.86,6,5,1993,1549.79,2,South,1Story,Town,264740.58
18219.1,8,6,2000,2132.31,3,South,2Story,Duplex,401951.94
11257.97,5,4,1967,2389.52,2,Hill,2Story,Town,264287.42
5268.64,8,1,1968,4185.55,2,North,Loft,Town,450735.67
32254.73,10,6,1955,1978.07,2,Hill,2Story,Fam,622273.19
17966.49,10,6,1990,2307.77,3,South,2Story,Town,559885.77
42536.14,8,5,1958,1731.87,2,South,1Story,Fam,458772.35
15927.71,6,6,1999,2012.25,3,South,2Story,Duplex,319077.15
19955.98,4,6,1986,1267.21,2,South,1Story,Fam,217895.3
104989.98,10,6,1958,2813.74,3,South,Split,Duplex,714208.64
24769.29,10,6,1987,1975.97,3,North,2Story,Town,582592.19
5405.45,5,4,1977,2089.27,3,South,2Story,Duplex,270633.92
23212.19,4,6,1978,1221.12,3,South,1Story,Duplex,210035.5
147179.9,10,6,1962,1988.61,3,North,2Story,Duplex,761427.97
33582.67,7,6,1972,2196.54,2,Hill,2Story,Town,383867.93
15678.87,5,5,1984,2037.09,3,Hill,1Story,Town,260688.77
30123.33,8,6,1973,2140.78,3,South,2Story,Town,387448.12
27792.49,6,5,1971,2484.51,3,Central,2Story,Town,370509.03
15802.37,9,6,1986,2344.59,3,South,2Story,Town,447812.93
10060.55,10,5,1977,2765.18,4,North,Split,Duplex,484180.87
56064.18,7,6,1978,1541.86,4,South,1Story,Multi,404273.09
15171.3,7,6,2002,2004.64,2,Hill,2Story,Town,343744.35
8898.53,10,6,1991,2368.79,3,South,2Story,Town,532717.85
20930.73,8,6,1975,2431.76,3,Hill,2Story,Town,405464.5
29933.89,10,6,1968,2912.13,3,Hill,Split,Duplex,585684.48
21738.51,6,6,1992,1510.32,4,South,1Story,Multi,344599.51
19572.99,7,6,1973,1927.77,2,South,2Story,Town,334375.87
21493.37,7,6,1989,1838.53,2,South,1Story,Town,366529.74
64336.19,10,6,1973,3005.62,3,Hill,Split,Town,653529.77
2950.16,10,6,1967,2646.97,2,Hill,Split,Fam,505078.45
64765.46,7,6,1976,2021.05,4,South,1Story,Duplex,473283.83
2880.07,5,5,1995,2185.22,2,Hill,2Story,Town,275767.74
15359.66,10,6,1979,3432.73,3,Hill,Loft,Town,625112.73
7461.62,10,6,1995,2753.71,2,South,Split,Fam,678779.51
55600.1,10,6,1959,2211.45,2,South,2Story,Town,498337.68
27147.96,10,6,1984,2359.51,2,South,2Story,Town,574430.87
11929.52,5,6,1994,1688.6,3,South,1Story,Duplex,206075.49
3281.33,6,7,2002,1213.69,4,North,1Story,Multi,321892.48
24716.24,10,6,1970,2751.18,3,Hill,Split,Town,549270.98
17993.67,10,6,1993,2673.76,2,South,2Story,Town,668512.81
7524.51,7,7,1967,1706.15,2,Central,1Story,Fam,376385.76
24626.96,7,6,1957,2387.7,3,North,2Story,Town,361336.71
5994.12,7,6,1967,1420.13,1,South,1Story,Fam,304243.01
26022.18,8,6,1969,2258.61,3,South,2Story,Town,419103.3
2257.59,10,5,1987,2898.19,2,Hill,Split,Town,536187.62
14045.39,6,6,1978,2092.94,3,Hill,2Story,Town,317373.18
13671.34,8,6,1979,2657.08,3,Hill,Split,Town,389381.16
38071.61,9,6,1979,2341.42,4,South,2Story,Multi,501000.92
32279.92,10,5,1989,3243.9,3,North,Loft,Town,608152.17
61127.12,10,6,1956,3212.67,3,Hill,Loft,Duplex,772693.91
7788.75,10,5,1958,1987.47,2,South,2Story,Fam,506423.17
50947.16,8,6,1969,1900.35,2,South,1Story,Town,459625.34
34229.98,8,6,1986,1567.41,2,South,1Story,Fam,423206.26
15975.42,7,6,1988,1631.78,2,North,1Story,Town,386827.93
35854.28,7,6,1971,1885.91,3,Hill,2Story,Duplex,390768.78
25232.21,8,6,1983,2096.45,3,Hill,2Story,Town,408833.6
48000.21,5,5,1977,2132.54,3,South,2Story,Duplex,342699.2
20650.23,10,6,1966,2848.65,4,Hill,Split,Duplex,633865.07
18283.87,10,6,1984,2440.31,3,North,2Story,Duplex,486313.71
35438.2,4,5,1976,1677.82,4,Hill,1Story,Duplex,277118.76
10026.33,10,6,1992,2138.0,2,South,2Story,Town,522478.87
68380.37,10,6,1954,3169.04,3,South,Split,Duplex,814331.68
26260.97,10,6,2002,2117.79,4,Hill,2Story,Duplex,549509.07
11648.67,8,6,1996,1948.24,4,South,2Story,Multi,449946.22
56335.45,10,6,1954,3135.21,3,Central,Split,Duplex,718699.37
33684.33,10,6,1971,2246.01,3,North,2Story,Duplex,521767.82
25778.71,5,5,1976,2021.26,3,North,2Story,Town,292027.72
17756.8,9,6,2002,2961.68,3,South,Split,Town,418897.2
8912.18,10,6,1985,2636.13,3,South,Split,Town,518392.4
24159.93,7,6,1988,2174.0,4,North,2Story,Multi,385991.01
6941.05,8,6,1989,2931.79,2,Hill,Split,Town,448076.84
17567.78,7,6,1984,1893.81,4,Central,2Story,Duplex,350261.18
9377.16,10,6,1994,2516.75,3,South,2Story,Town,603717.33
16120.43,6,6,2002,1255.72,2,Hill,1Story,Fam,322176.88
23700.07,10,6,1972,2488.83,2,South,Split,Town,526624.95
12247.16,10,6,1974,2455.6,3,South,2Story,Duplex,540802.87
34410.04,5,6,1992,1781.66,3,Hill,1Story,Town,315367.03
13385.5,10,6,1961,2441.54,3,Central,2Story,Town,522859.66
12722.71,4,5,1959,1427.14,2,South,1Story,Town,173489.41
20487.27,9,6,1975,1827.01,2,South,1Story,Fam,419598.01
56002.39,4,6,1969,1494.65,3,South,1Story,Town,315332.51
17738.31,10,6,1982,2359.58,2,Hill,2Story,Town,521991.22
13427.57,10,6,1968,2935.51,3,South,Split,Town,746872.41
32927.06,10,6,1985,2467.6,3,Hill,Split,Town,565651.32
14747.4,9,6,1985,2298.01,3,Hill,2Story,Town,426707.51
9630.16,8,6,1970,2469.54,3,Hill,2Story,Town,329984.41
9622.67,6,6,1989,2385.06,3,Hill,2Story,Town,374588.14
13703.92,10,6,1991,2215.5,3,South,2Story,Town,633089.02
79496.91,9,6,1967,2225.65,3,South,2Story,Town,566501.11
15940.84,6,4,1967,2422.19,3,Hill,2Story,Town,328063.72
14824.07,5,6,1995,2042.23,2,North,2Story,Town,232731.82
13366.97,10,5,1994,2603.26,2,South,Split,Town,524959.9
18348.7,10,6,1977,2772.0,3,South,Split,Duplex,640468.44
58702.51,10,6,1972,2445.18,4,South,Split,Multi,619605.16
31001.86,9,6,1967,2207.12,3,South,2Story,Town,449883.61
6665.58,10,6,1965,2729.73,3,South,Split,Town,549611.18
29063.05,10,6,1972,2739.83,3,South,Split,Duplex,621089.4
34797.93,9,6,1986,2495.53,4,North,2Story,Multi,480112.57
16063.04,10,6,1965,3025.03,3,Hill,Split,Duplex,682430.17
17705.31,6,6,1987,1142.85,2,South,1Story,Fam,305113.56
24725.09,7,6,2002,1626.14,4,South,1Story,Multi,326553.38
24407.27,10,6,1969,2415.33,3,South,2Story,Town,541155.34
13868.48,10,1,1963,8136.79,3,South,Loft,Duplex,807561.66
9571.96,4,6,1974,1048.81,2,South,1Story,Fam,146765.62
16373.3,7,6,1994,2204.64,3,Hill,2Story,Town,379903.17
28697.17,8,6,1961,2096.2,4,North,2Story,Multi,447931.64
28033.95,8,6,1963,1766.01,2,South,1Story,Town,430592.11
16269.38,4,6,1992,1549.28,4,South,1Story,Duplex,201191.46
34757.19,9,5,1967,2355.65,4,South,2Story,Duplex,475720.94
14932.24,10,6,1995,2194.47,3,Hill,2Story,Town,441892.91
33178.0,6,6,1973,1104.22,4,South,1Story,Multi,319546.29
27971.67,10,6,1975,1828.35,4,North,1Story,Multi,561146.61
20617.53,5,6,1986,1859.17,4,South,2Story,Duplex,259800.5
2662.24,10,6,1979,3404.46,3,Hill,Loft,Town,652213.64
25440.33,5,6,1991,1565.32,4,South,1Story,Duplex,299286.65
9883.5,7,6,1982,1882.84,4,Hill,2Story,Duplex,310126.3
16636.72,10,6,1972,3129.58,3,South,Split,Duplex,756816.25
14338.5,7,2,2002,4244.17,2,North,Loft,Town,389708.41
26715.62,6,6,1981,1592.16,4,South,1Story,Duplex,377528.7
20787.58,8,6,1984,2336.54,3,Hill,2Story,Town,442611.49
69016.85,8,6,1963,2592.14,4,North,Split,Duplex,567027.23
14865.76,6,5,1969,1381.77,2,South,1Story,Town,290655.59
12690.69,6,6,1965,1894.58,2,South,1Story,Town,280498.37
17331.32,10,6,1995,2883.56,2,North,Split,Town,654983.44
26780.92,4,6,1995,1664.33,4,South,1Story,Duplex,262336.01
29765.83,10,6,1972,2100.09,2,North,2Story,Town,533012.72
13179.51,10,6,2002,2624.02,2,Hill,Split,Town,726492.35
9136.4,9,5,1999,2599.72,3,Hill,Split,Town,476520.17
15239.21,6,6,1983,1655.55,3,South,1Story,Duplex,304567.95
15391.16,10,6,1984,2467.04,3,North,2Story,Town,523753.52
26096.95,6,6,1988,1974.39,2,North,2Story,Town,278375.19
30054.82,9,6,1977,2591.59,4,South,2Story,Multi,568816.38
22177.34,6,5,1983,2515.2,3,Hill,Split,Town,318576.91
